id, videoID, type, start, end
2478,EMB01_GRN/S0002_I00018_C002/EMB01_GRN_cwi_sign2_clip8.mp4.mp4,1,10,30.78 
2479,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye1.m4v.mp4,2,6,11.04 
2480,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye2.m4v.mp4,1,7,18.52 
2481,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye3.m4v.mp4,2,7,15.04 
2482,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye4.m4v.mp4,1,24,34.56 
2483,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye5.m4v.mp4,2,5,11.04 
2484,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye6.m4v.mp4,2,13,19.56 
2485,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye7.m4v.mp4,2,27,37 
2486,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye8.m4v.mp4,1,10,21.52 
2487,EMB01_GRN/S0003_I00005_C001/EMB01_GRN_DavidDaniels_LondonEye9.m4v.mp4,2,26,32.52 
2488,EMB01_GRN/S0006_I00002_C003/EMB01_GRN_Brussels_GrandPlace_360_in_two_directions.mp4.mp4,1,26,66.75 
2489,EMB01_GRN/S0006_I00002_C003/EMB01_GRN_Brussels_GrandPlace_360_Left_to_right.mp4.mp4,2,27,57.05 
2490,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00006_UFOtower_just_above_construction.MTS.mp4,1,13,30.7 
2491,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00007_UFOtower_higher_above_construction.MTS.mp4,2,19,36.26 
2492,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00008_UFOtower_occluded_by_tree.MTS.mp4,2,25,79.81 
2493,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00009_UFOtower_highly_occluded_by_tree.MTS.mp4,1,7,64.22 
2494,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00010_UFOtower_gets_occluded_by_building.MTS.mp4,1,27,54.04 
2495,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00011_UFOtower_occluded_by_building.MTS.mp4,2,23,51.77 
2496,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00012_UFOtower_top_rotation_occluded_by_trees.MTS.mp4,1,13,45.26 
2497,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00013_UFOtower_top_other_viewpoint_cf_antennas.MTS.mp4,1,12,46.34 
2498,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00014_UFOtower_top_other_viewpoint_occluded_by_tree_at_the_end.MTS.mp4,1,5,78.34 
2499,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00015_UFOtower_top_other_viewpoint_stable_view.MTS.mp4,1,17,37.29 
2500,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00016_UFOtower_top_other_viewpoint_stable_view2.MTS.mp4,2,5,19.18 
2501,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00041_UFOtower_zoom_in_out_from_other_side_of_Bridge_demolition.MTS.mp4,1,12,65.57 
2502,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00042_UFOtower_zoom_in_out_from_other_side_of_Bridge_demolition2.MTS.mp4,2,17,29.7 
2503,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00043_UFOtower_zoom_in_out_from_other_side_of_Bridge_demolition3.MTS.mp4,1,19,36.7 
2504,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00045_UFOtower_first_occluded_by_trees_then_getting_free_when_moving.MTS.mp4,1,11,53.66 
2505,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_00046_UFO_tower_from_parking_viewpoint.MTS.mp4,1,5,19.05 
2506,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_01_UFOtower.mp4.mp4,1,22,25.03 
2507,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_03_UFOtower_rapid_zoom_in.mp4.mp4,1,27,37.54 
2508,EMB01_GRN/S0006_I00004_C001/EMB01_GRN_04_UFOtower_zoom_in_out.mp4.mp4,2,13,28.01 
2509,EMB01_GRN/S0007_I00001_C003/EMB01_GRN_Atlanta01.mp4.mp4,1,11,60.33 
2510,EMB01_GRN/S0007_I00001_C003/EMB01_GRN_Atlanta02.mp4.mp4,1,28,78.68 
2511,EMB01_GRN/S0007_I00001_C003/EMB01_GRN_Atlanta03.mp4.mp4,2,17,99.81 
2512,EMB01_GRN/S0007_I00001_C003/EMB01_GRN_Atlanta04.mp4.mp4,2,26,120.78 
2513,EMB01_GRN/S0007_I00001_C003/EMB01_GRN_Atlanta05.mp4.mp4,2,10,173.31 
2514,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_01.MOV.mp4,2,11,16.71 
2515,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_02.MOV.mp4,2,12,14.51 
2516,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_03.MOV.mp4,1,11,18.51 
2517,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_04.MOV.mp4,2,14,18.41 
2518,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_05.MOV.mp4,2,13,17.51 
2519,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_06.MOV.mp4,2,10,13.51 
2520,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_07.MOV.mp4,1,16,23.41 
2521,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_08.MOV.mp4,2,13,17.31 
2522,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_09.MOV.mp4,1,24,33.01 
2523,EMB01_GRN/S0008_I00001_C001/EMB01_GRN_Grajek_House_10.MOV.mp4,1,28,37.51 
2524,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front01.mp4.mp4,1,13,15.97 
2525,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front02.mp4.mp4,1,18,22.57 
2526,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front06.m4v.mp4,1,18,21.17 
2527,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front07.m4v.mp4,1,11,19.81 
2528,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front08.m4v.mp4,1,11,15.64 
2529,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front09.m4v.mp4,1,24,29.51 
2530,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front10.m4v.mp4,2,24,28.37 
2531,EMB01_GRN/S0010_I00011_C001/EMB01_GRN_Owlin_Front11.m4v.mp4,1,19,22.4 
2532,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0034.mp4.mp4,0,0,4.95 
2533,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0035.mp4.mp4,0,0,4.29 
2534,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0037.mp4.mp4,0,0,5.16 
2535,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0038.mp4.mp4,0,0,4.74 
2536,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0045.mp4.mp4,0,0,3.9 
2537,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0046.mp4.mp4,0,0,5.82 
2538,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0067.mp4.mp4,0,0,1.94 
2539,EMB01_GRN/S0012_I00002_C001/EMB01_GRN_KVID0068.mp4.mp4,0,0,6.44 
2540,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_161313.mp4.mp4,2,10,15.64 
2541,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_161344.mp4.mp4,1,28,35.47 
2542,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_161404.mp4.mp4,2,26,27.14 
2543,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_161413.mp4.mp4,1,30,35.78 
2544,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_161424.mp4.mp4,1,9,15.36 
2545,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_161455.mp4.mp4,1,21,25.8 
2546,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_162019.mp4.mp4,1,17,22.14 
2547,EMB01_GRN/S0013_I00002_C003/EMB01_GRN_20150405_162028.mp4.mp4,1,18,22.74 
2548,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_20150404_122310.mp4.mp4,1,22,32.3 
2549,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_20150404_122326.mp4.mp4,2,14,19.1 
2550,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_20150404_122501.mp4.mp4,2,22,25.48 
2551,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_20150404_122513.mp4.mp4,2,19,22.21 
2552,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_MAH01418.MP4.mp4,1,28,33.76 
2553,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_MAH01419.MP4.mp4,1,9,14.76 
2554,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_MAH01421.MP4.mp4,1,19,22.84 
2555,EMB01_GRN/S0013_I00007_C001/EMB01_GRN_MAH01423.MP4.mp4,1,10,16.24 
2556,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot01.avi.mp4,2,8,12.6 
2557,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot02.avi.mp4,1,9,13.13 
2558,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot03.avi.mp4,2,11,19.8 
2559,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot04.avi.mp4,2,21,25.48 
2560,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot05.avi.mp4,2,14,16.21 
2561,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot06.avi.mp4,1,30,41.22 
2562,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot07.avi.mp4,2,25,32.39 
2563,EMB01_GRN/S0014_I00003_C001/EMB01_GRN_pku003.shot08.avi.mp4,1,18,25.3 
2564,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot01.avi.mp4,0,0,4.43 
2565,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot02.avi.mp4,0,0,5.5 
2566,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot03.avi.mp4,0,0,8.27 
2567,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot04.avi.mp4,0,0,7.6 
2568,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot05.avi.mp4,0,0,9.17 
2569,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot06.avi.mp4,0,0,5.01 
2570,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot07.avi.mp4,0,0,6.7 
2571,EMB01_GRN/S0014_I00007_C001/EMB01_GRN_pku007.shot08.avi.mp4,0,0,8.17 
2572,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot01.avi.mp4,0,0,5.37 
2573,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot02.avi.mp4,0,0,4.43 
2574,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot03.avi.mp4,0,0,4.03 
2575,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot04.avi.mp4,0,0,4.67 
2576,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot05.avi.mp4,0,0,5.21 
2577,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot06.avi.mp4,0,0,4.14 
2578,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot07.avi.mp4,0,0,6.63 
2579,EMB01_GRN/S0014_I00009_C001/EMB01_GRN_pku009.shot08.avi.mp4,0,0,3.27 
2580,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot01.avi.mp4,0,0,11.2 
2581,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot02.avi.mp4,0,0,13.3 
2582,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot03.avi.mp4,0,0,3.8 
2583,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot04.avi.mp4,0,0,3.14 
2584,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot05.avi.mp4,0,0,5.71 
2585,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot06.avi.mp4,0,0,7.2 
2586,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot07.avi.mp4,0,0,4.43 
2587,EMB01_GRN/S0014_I00015_C001/EMB01_GRN_pku015.shot08.avi.mp4,0,0,2.6 
2588,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot01.avi.mp4,1,27,30.6 
2589,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot02.avi.mp4,2,8,10.4 
2590,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot03.avi.mp4,2,10,11.5 
2591,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot04.avi.mp4,2,16,20.13 
2592,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot05.avi.mp4,1,21,25.8 
2593,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot06.avi.mp4,1,27,31.64 
2594,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot07.avi.mp4,1,6,9.3 
2595,EMB01_GRN/S0014_I00020_C001/EMB01_GRN_pku020.shot08.avi.mp4,1,26,29.67 
2596,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot01.avi.mp4,0,0,5.2 
2597,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot02.avi.mp4,0,0,5.5 
2598,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot03.avi.mp4,0,0,14.17 
2599,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot04.avi.mp4,0,0,5.94 
2600,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot05.avi.mp4,0,0,7.44 
2601,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot06.avi.mp4,0,0,6.4 
2602,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot07.avi.mp4,0,0,8.1 
2603,EMB01_GRN/S0014_I00037_C001/EMB01_GRN_pku037.shot08.avi.mp4,0,0,11.17 
2604,EMB01_GRN/S0014_I00038_C001/EMB01_GRN_pku038.shot01.avi.mp4,2,8,13.53 
2605,EMB01_GRN/S0014_I00038_C001/EMB01_GRN_pku038.shot02.avi.mp4,1,20,31 
2606,EMB01_GRN/S0014_I00038_C001/EMB01_GRN_pku038.shot03.avi.mp4,1,27,31.47 
2607,EMB01_GRN/S0014_I00038_C001/EMB01_GRN_pku038.shot04.avi.mp4,1,5,13.6 
2608,EMB01_GRN/S0014_I00038_C001/EMB01_GRN_pku038.shot05.avi.mp4,1,16,27.4 
2609,EMB01_GRN/S0014_I00038_C001/EMB01_GRN_pku038.shot06.avi.mp4,2,29,35.8 
2610,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot01.avi.mp4,2,12,13.33 
2611,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot02.avi.mp4,1,19,29.63 
2612,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot03.avi.mp4,2,29,35.1 
2613,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot04.avi.mp4,2,20,26.47 
2614,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot05.avi.mp4,1,24,28.47 
2615,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot06.avi.mp4,2,10,15.81 
2616,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot07.avi.mp4,2,16,21.07 
2617,EMB01_GRN/S0014_I00040_C001/EMB01_GRN_pku040.shot08.avi.mp4,2,18,28.88 
2618,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot01.avi.mp4,2,30,33.63 
2619,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot02.avi.mp4,1,24,28.53 
2620,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot03.avi.mp4,1,12,15.83 
2621,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot04.avi.mp4,1,13,17.37 
2622,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot05.avi.mp4,1,28,38.93 
2623,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot06.avi.mp4,2,25,29.7 
2624,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot07.avi.mp4,2,24,27.47 
2625,EMB01_GRN/S0014_I00046_C001/EMB01_GRN_pku046.shot08.avi.mp4,1,16,21.93 
2626,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot01.avi.mp4,2,24,25.43 
2627,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot02.avi.mp4,1,14,19.1 
2628,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot03.avi.mp4,1,23,29.47 
2629,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot04.avi.mp4,1,9,15.37 
2630,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot05.avi.mp4,1,24,32.07 
2631,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot06.avi.mp4,1,27,36.73 
2632,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot07.avi.mp4,2,14,16.97 
2633,EMB01_GRN/S0014_I00049_C001/EMB01_GRN_pku049.shot08.avi.mp4,2,12,17.17 
2634,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot01.avi.mp4,1,29,35.17 
2635,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot02.avi.mp4,1,8,16.07 
2636,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot03.avi.mp4,2,9,13.37 
2637,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot04.avi.mp4,2,18,20.13 
2638,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot05.avi.mp4,1,13,16.5 
2639,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot06.avi.mp4,1,27,29.37 
2640,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot07.avi.mp4,1,18,21.17 
2641,EMB01_GRN/S0014_I00050_C001/EMB01_GRN_pku050.shot08.avi.mp4,1,12,15.5 
2642,EMB01_GRN/S0014_I00051_C003/EMB01_GRN_interior001.shot01.avi.mp4,0,0,15.93 
2643,EMB01_GRN/S0014_I00051_C003/EMB01_GRN_interior001.shot02.avi.mp4,0,0,9.3 
2644,EMB01_GRN/S0014_I00051_C003/EMB01_GRN_interior001.shot03.avi.mp4,0,0,11 
2645,EMB01_GRN/S0014_I00051_C003/EMB01_GRN_interior001.shot04.avi.mp4,0,0,4.1 
2646,EMB01_GRN/S0014_I00051_C003/EMB01_GRN_interior001.shot05.avi.mp4,0,0,5.44 
2647,EMB01_GRN/S0014_I00051_C003/EMB01_GRN_interior001.shot06.avi.mp4,0,0,4.5 
2648,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot01.avi.mp4,1,18,23.93 
2649,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot02.avi.mp4,2,12,15.8 
2650,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot03.avi.mp4,1,16,25.3 
2651,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot04.avi.mp4,2,10,16.08 
2652,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot05.avi.mp4,1,10,19.21 
2653,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot06.avi.mp4,1,10,16.8 
2654,EMB01_GRN/S0014_I00057_C003/EMB01_GRN_interior007.shot07.avi.mp4,2,6,10.21 
2655,EMB01_GRN/S0014_I00064_C003/EMB01_GRN_interior014.shot01.avi.mp4,1,25,29.33 
2656,EMB01_GRN/S0014_I00064_C003/EMB01_GRN_interior014.shot02.avi.mp4,2,10,13.53 
2657,EMB01_GRN/S0014_I00064_C003/EMB01_GRN_interior014.shot03.avi.mp4,1,19,25.8 
2658,EMB01_GRN/S0014_I00064_C003/EMB01_GRN_interior014.shot04.avi.mp4,2,19,22.41 
2659,EMB01_GRN/S0014_I00064_C003/EMB01_GRN_interior014.shot05.avi.mp4,2,25,28.41 
2660,EMB01_GRN/S0014_I00064_C003/EMB01_GRN_interior014.shot06.avi.mp4,2,27,28.87 
2661,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot01.avi.mp4,1,14,20.67 
2662,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot02.avi.mp4,2,13,15.3 
2663,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot03.avi.mp4,1,27,37.8 
2664,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot04.avi.mp4,1,18,25.57 
2665,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot05.avi.mp4,1,21,25.33 
2666,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot06.avi.mp4,1,20,24.1 
2667,EMB01_GRN/S0014_I00069_C003/EMB01_GRN_interior019.shot07.avi.mp4,1,10,15.53 
2668,EMB01_GRN/S0014_I00077_C003/EMB01_GRN_natural007.shot01.avi.mp4,2,30,45.97 
2669,EMB01_GRN/S0014_I00077_C003/EMB01_GRN_natural007.shot02.avi.mp4,1,11,16.8 
2670,EMB01_GRN/S0014_I00077_C003/EMB01_GRN_natural007.shot03.avi.mp4,1,13,27.7 
2671,EMB01_GRN/S0014_I00077_C003/EMB01_GRN_natural007.shot04.avi.mp4,1,23,30.37 
2672,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot01.avi.mp4,1,21,29.97 
2673,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot02.avi.mp4,1,10,16.03 
2674,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot03.avi.mp4,2,14,20.63 
2675,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot04.avi.mp4,2,9,11.83 
2676,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot05.avi.mp4,1,26,33.81 
2677,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot06.avi.mp4,1,19,25.5 
2678,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot07.avi.mp4,1,8,14.03 
2679,EMB01_GRN/S0014_I00080_C003/EMB01_GRN_natural010.shot08.avi.mp4,2,9,20.4 
2680,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot01.avi.mp4,1,17,20.57 
2681,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot02.avi.mp4,1,24,29.43 
2682,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot03.avi.mp4,1,7,11.5 
2683,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot04.avi.mp4,1,25,29.37 
2684,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot05.avi.mp4,1,10,14.5 
2685,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot06.avi.mp4,1,28,32.83 
2686,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot07.avi.mp4,1,29,33.23 
2687,EMB01_GRN/S0014_I00084_C002/EMB01_GRN_antique004.shot08.avi.mp4,1,20,24.2 
2688,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot01.avi.mp4,1,18,21.7 
2689,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot02.avi.mp4,1,18,21.63 
2690,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot03.avi.mp4,2,30,32.23 
2691,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot04.avi.mp4,1,9,14.13 
2692,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot05.avi.mp4,1,5,10.53 
2693,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot06.avi.mp4,1,15,18.87 
2694,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot07.avi.mp4,1,11,14.33 
2695,EMB01_GRN/S0014_I00086_C002/EMB01_GRN_antique006.shot08.avi.mp4,1,10,14.97 
2696,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot01.avi.mp4,1,8,11.7 
2697,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot02.avi.mp4,1,28,31.6 
2698,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot03.avi.mp4,1,21,24.73 
2699,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot04.avi.mp4,1,28,32.8 
2700,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot05.avi.mp4,1,28,33.6 
2701,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot06.avi.mp4,1,7,13.73 
2702,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot07.avi.mp4,2,23,25.57 
2703,EMB01_GRN/S0014_I00089_C002/EMB01_GRN_antique009.shot08.avi.mp4,1,13,17.13 
2704,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot01.avi.mp4,1,7,11.33 
2705,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot02.avi.mp4,1,26,29.3 
2706,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot03.avi.mp4,1,6,10.07 
2707,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot04.avi.mp4,1,10,16.43 
2708,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot05.avi.mp4,2,11,14.63 
2709,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot06.avi.mp4,1,8,11.63 
2710,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot07.avi.mp4,1,15,19.77 
2711,EMB01_GRN/S0014_I00095_C002/EMB01_GRN_antique015.shot08.avi.mp4,2,7,8.5 
2712,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot01.avi.mp4,1,28,32.5 
2713,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot02.avi.mp4,1,19,23.13 
2714,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot03.avi.mp4,1,26,30.43 
2715,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot04.avi.mp4,1,14,17.83 
2716,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot05.avi.mp4,1,12,14.2 
2717,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot06.avi.mp4,1,16,19.27 
2718,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot07.avi.mp4,1,19,22.53 
2719,EMB01_GRN/S0014_I00096_C002/EMB01_GRN_antique016.shot08.avi.mp4,1,25,29.27 
